timestamps,X:VCD,X:Glc,X:Lac,X:Titer
0.0,12.176470588235293,13.235294117647058,0.0,0.0
1.0,10.422555990233418,0.00013650933247926175,16.29263874525312,0.0013677767784731072
2.0,7.357192110238095,-6.367532766975984e-5,28.850783583806322,0.0013746143400517777
3.0,4.736131354567831,0.0018682933882455822,37.29639476019307,0.0030792179875888024
4.0,2.9103108449854562,0.0028358638752380557,42.604436518926576,0.01768581635907799
5.0,1.7443457135691884,0.005000963040311991,45.824939848505416,0.032718436369837664
6.0,1.0308142822200317,5.096914371117916e-5,47.74200842261565,0.04283641718988308
7.0,0.60340921370368,0.00016697935410284632,48.869336029619305,0.042837030221783486
8.0,0.35160810231003214,0.00010960588988901976,49.5277305098973,0.04283739387055521
9.0,0.2043460704495761,8.881372272075135e-5,49.91087474932115,0.04283760473041962
10.0,0.11858153563058113,-0.0001464535488529457,50.13338039880043,0.042837737226294616
11.0,0.06875252667767207,-1.0773904815711396e-5,50.26244350389041,0.042837801377775514
12.0,0.03984199205772521,-3.5474673940280326e-6,50.337254262648926,0.04283784163101733
13.0,0.023081636313729958,3.418416790260678e-5,50.380600660715636,0.04283786320506146
14.0,0.013369609460323529,9.710341084912612e-5,50.405710380382104,0.04283787360895085
0.0,12.529411764705882,12.529411764705882,0.0,0.0
1.0,9.55867517972438,0.00014079581455794473,30.172574196611976,0.001047011258990493
2.0,5.76214240784666,0.0018911938673316473,50.278517068285936,0.011742960602725267
3.0,3.216729835834981,0.003630068192393831,61.9127144792796,0.028597357456652206
4.0,1.7383925386950154,-8.62784913681272e-5,68.30016142309027,0.037793217873691
5.0,0.9250177472112993,0.00012184168040112647,71.72486867411665,0.03779402403038657
6.0,0.48850742693120824,-0.00014225217205068706,73.5402659849551,0.03779446902307924
7.0,0.2569930485092233,-6.347248698249795e-5,74.49713788277536,0.03779469304819041
8.0,0.13493015005179446,0.0001180273831084513,75.0000264523515,0.03779480389327658
9.0,0.07076983647792737,-5.8416896885390484e-5,75.26392373194126,0.03779487461303687
10.0,0.03709824599242357,9.505050934454074e-5,75.40229853971437,0.03779489978336641
11.0,0.01944178980265023,-9.62504724089045e-5,75.47482576020424,0.03779492553202433
12.0,0.010187205058630171,0.00015700121589369066,75.51283173491969,0.037794922046497224
13.0,0.00533753071032603,-2.8638747737643524e-5,75.53274552626436,0.03779493500020552
14.0,0.002796456438142318,7.326844657209688e-5,75.54317903819214,0.03779493214044
0.0,13.588235294117647,14.823529411764707,0.0,0.0
1.0,12.362525367298906,-5.701982942964264e-5,12.626381302164068,0.0015808270144706176
2.0,9.929060300126142,0.0013310064899242995,23.36218427662163,0.023459292315757847
3.0,7.457953098993279,0.001497750146646136,31.685737639993274,0.052215161170841295
4.0,5.38898899153906,0.00016853586780373153,37.81391683565743,0.0726664121891531
5.0,3.802373314599433,6.175553148518031e-5,42.18825168180521,0.07267131547863141
6.0,2.6436652658226096,-0.00015643993722873025,45.25170362772464,0.072674766527
7.0,1.8207260019728442,8.957869693067104e-5,47.37145174530161,0.07267712325021007
8.0,1.2462170932094356,0.00015186833541399588,48.82680474601198,0.07267875117180388
9.0,0.8495045321942558,2.328038230133822e-6,49.82089235804951,0.07267987958992644
10.0,0.5775034165153188,-0.00014879043161441252,50.49760328336301,0.0726806519187768
11.0,0.3918788241178761,0.00016855751989590576,50.95721953813888,0.07268114101692165
12.0,0.2655935983911464,0.00012300794362922742,51.26891215485577,0.07268149448833523
13.0,0.1798563749163081,3.0991424295534615e-5,51.48007298357512,0.07268173891024772
14.0,0.12172873472275834,-8.02311022110697e-5,51.62302853590191,0.07268190827830373
0.0,14.294117647058822,13.058823529411764,0.0,0.0
1.0,11.663190185514843,0.0001405015946988424,15.80516632397933,0.001181716173774057
2.0,7.412848100488266,0.001463963389752726,27.07836837065925,0.00202483491981526
3.0,4.202946890604788,0.002694904799811382,33.82934746277975,0.016400561546226353
4.0,2.2574725036424916,0.005010804631740799,37.55258280947687,0.031216253586795247
5.0,1.180895848854523,-0.00015779720358627026,39.52591965200516,0.043145875055131455
6.0,0.6093671400989793,0.00016885650431095974,40.551121859519334,0.04314638727067574
7.0,0.3123578273378569,-0.000162467036537074,41.07838288693852,0.04314666938708131
8.0,0.15957348012429293,0.00015515016333925204,41.348197468099485,0.04314679510571337
9.0,0.081381438406151,-0.00010173686024870309,41.485918927331724,0.04314687486475118
10.0,0.04146789190291752,0.0001273365455196899,41.55612540162097,0.04314690166806884
11.0,0.021120600000160035,-9.751822231504892e-5,41.59189117233795,0.04314692798542093
12.0,0.01075480775776863,0.00016218402188103654,41.61010549125548,0.043146927003743236
13.0,0.0054758210894914,0.00010012489288657433,41.619379861930454,0.043146933617529325
14.0,0.002787856913340742,2.530529471171054e-5,41.62410177941837,0.043146938400918766
0.0,13.058823529411764,14.294117647058822,0.0,0.0
1.0,9.872780234400183,4.715094579733089e-7,15.414713697368713,0.0011579166700792065
2.0,5.448546855015338,0.002686011622912554,25.23120405806453,0.00830908715292374
3.0,2.6612378601001025,0.005636905955230592,30.314759547901875,0.022222160031645406
4.0,1.238670162066298,0.013709071043612601,32.73627386162635,0.03736237586982664
5.0,0.5617192255769726,-4.314061831084569e-5,33.850553328130815,0.04129421822939881
6.0,0.2516151511604183,-5.4842362923484486e-5,34.35233401249277,0.04129438508518185
